"Client ID",Name,Age,"Location ID","Joined Bank","Banking Contact",Nationality,Occupation,"Fee Structure","Loyalty Classification","Estimated Income","Superannuation Savings","Amount of Credit Cards","Credit Card Balance","Bank Loans","Bank Deposits","Checking Accounts","Saving Accounts","Foreign Currency Account","Business Lending","Properties Owned","Risk Weighting",Gender,InvestmentAdvisor,BankingRelationship,High_Potential_Lead
IND38845,"Ronald Gutierrez",80,6970,03/01/02,"Frank Brown",European,"Human resources manager",Mid,Gold,201718.07,7726.95,3,1573.73,847474.6,1838374.3,337423.13,594795.53,65380.86,1535701.13,0,2,Male,"Sean Vasquez",Institutional,No
IND26586,"Carlos Armstrong",71,33371,08/03/95,"Frank Brown",Asian,"Budget/accounting analyst i",High,Silver,83916.94,1991.68,2,3020.89,556722.2,312542.57,245982.58,26913.39,24446.02,110532.56,1,1,Female,"Jack Phillips","Private Bank",No
IND38924,"Willie Shaw",39,26188,25/01/20,"Steve Diaz",American,Librarian,High,Silver,197406.04,11507.94,2,5608.06,973262.67,1643958.52,375131.47,524301.4,12894.52,402418.28,3,2,Male,"Gregory Boyd","Private Bank",Yes
IND36717,"Michelle Jenkins",75,27603,30/03/01,"Anthony Berry",European,"Electrical engineer",Low,Jade,328178.82,58406.76,1,3543.83,219621.06,70177.95,72826.18,42305.39,33823.92,488293.09,0,3,Female,"Victor Dean","Private Bank",No
IND21305,"Benjamin Pierce",59,6046,16/10/18,"Nicholas Cunningham",European,"Assistant professor",High,Jade,323979.45,36752.67,1,2910.47,2080975.63,1199695.67,334798.79,339262.78,65549.21,1225924.24,2,5,Female,"Ernest Knight","Private Bank",No
IND86054,"Lawrence Myers",22,22754,23/05/15,"Jeremy Vasquez",European,"Civil engineer",Low,Platinum,89581.22,22710.72,3,1879.36,205523.86,348716.03,357773.59,107467.94,889.01,155807.74,2,1,Female,"Eric Shaw",Commercial,No
IND94339,"Ryan Brooks",45,20719,05/07/09,"Gregory Simmons",American,"Database administrator ii",Low,Gold,86007.4,9009.88,1,4231.61,975004.06,1551056,312225.56,840893.93,17761.25,1366749.01,0,2,Female,"Joe Carroll",Commercial,No
IND77399,"Steve Peterson",25,14249,20/08/21,"Joe Price",European,"Web developer iv",Mid,Jade,168548.81,20687.49,3,4200.14,479366.24,720023.67,138466.09,440322.17,26218.52,1180921.89,3,2,Female,"Lawrence Sanchez",Institutional,No
IND32150,"Betty Butler",36,17594,19/04/95,"Douglas Tucker",European,"Developer i",High,Jade,52311.35,20907.04,1,980.95,253965.36,101161.42,44123.6,42541.61,24562.09,594204,1,1,Female,"Peter Castillo","Private Bank",No
IND22235,"Billy Oliver",71,32059,31/12/16,"Frank Brown",European,"Junior executive",Mid,Gold,348995.08,60023.81,2,5243.7,75319.86,97133.48,81592.12,27793.13,20904.35,1145747.87,3,3,Male,"Victor Gutierrez",Commercial,No
IND89957,"Diane Davis",68,20881,07/06/11,"Anthony Berry",European,"Administrative assistant i",Mid,Silver,151372.02,28841.45,1,1263.67,468449.35,917482.59,458741.29,388664.61,8605.03,1132663.75,3,1,Female,"Daniel Carroll",Retail,No
IND95344,"Martha Jenkins",23,30948,21/12/04,"Paul Holmes",American,"Research associate",High,Jade,211439.78,47870.12,1,8344.89,530674.17,737355.67,391927.79,329551.48,34703.17,492411.01,3,3,Male,"Carl Anderson",Retail,No
IND60238,"Katherine Reynolds",42,25068,26/02/10,"Nicholas Simmons",European,"Safety technician iv",High,Gold,111739.68,7947.32,1,1404.71,31372.2,432454.77,149860.56,253264.35,22981.18,498825.24,2,1,Male,"Nicholas Ward",Retail,No
IND63877,"Jimmy Watson",69,21252,25/12/14,"Roger Alexander",European,"Research assistant iii",Mid,Gold,63751.52,21452.8,2,3814.7,229166.26,105668.66,50235.92,34195.07,20909.34,476986.33,3,1,Female,"Victor Dean",Institutional,No
IND46444,"Todd Black",47,29297,28/12/05,"Jerry Green",European,"Media manager ii",Low,Jade,52279.76,21017.76,2,2159.14,976660.42,1047262.45,310299.98,367705.48,11617.34,338329.22,1,2,Female,"Jeremy Porter",Institutional,No
IND90967,"Carl Kim",57,1814,15/12/07,"Jesse Evans",African,"Geological engineer",Mid,Silver,48676.4,2889.27,2,1604.4,74495.92,75741.15,58466.85,87806.59,996.26,312041.11,1,1,Female,"Ernest Knight","Private Bank",No
IND62715,"Deborah Moore",50,4858,25/05/19,"Jason Duncan",Asian,"Director of sales",High,Jade,157185.1,48841,1,548.09,313641.87,520918.03,404294.59,347071.36,4902.71,1113509.64,2,2,Female,"Eric Shaw","Private Bank",Yes
IND22819,"Edward Hicks",81,25223,15/07/13,"Jason Duncan",European,Editor,Mid,Platinum,220180.16,17029.26,1,3655.35,622004.87,295731.27,213314.36,157464.78,6666.81,458090.88,1,4,Female,"Kevin Kim","Private Bank",No
IND30005,"Ronald Moreno",54,24722,30/04/08,"Gregory Simmons",African,"Human resources assistant i",High,Jade,263984.77,26163.36,3,1761.41,307888.81,284337.9,258489,168017.85,842.69,88652.12,2,2,Female,"Victor Rogers","Private Bank",No
IND56267,"Phillip Green",53,4370,04/10/13,"Joe Price",European,"Executive secretary",High,Gold,85194.7,2845.12,2,1853.98,42562.43,289365.4,168358.05,82390.22,6928.42,489719.65,3,1,Female,"Eugene Cunningham","Private Bank",No
IND90914,"Scott Phillips",24,41547,07/01/99,"Frank Brown",Asian,"Biostatistician ii",High,Jade,283653.73,9129.9,1,296.09,0,2542970.73,749850.34,1038705.74,96113,1260093.74,0,2,Female,"Joe Carroll","Private Bank",No
IND12887,"Fred Armstrong",82,9785,16/05/16,"James Castillo",Asian,Pharmacist,Mid,Jade,121607.69,6142.4,1,1114.56,333286.56,82101.24,42692.64,33387.84,17758.08,200671.2,3,1,Male,"Steve Sanchez","Private Bank",No
IND64632,"Juan Howell",48,39940,27/06/04,"Samuel Fowler",Asian,"Electrical engineer",Mid,Platinum,337285.1,17643.42,1,8601.39,1379713.31,1468580.21,367145.05,593881.93,29281.89,1798583.62,3,3,Male,"Peter Castillo",Commercial,Yes
IND39451,"Albert Adams",84,14599,11/04/07,"Shawn Wallace",European,Nurse,Mid,Jade,91733.47,34793.04,2,1347.73,267703.9,686462.45,239928.62,311374.04,23695.87,821628.71,0,2,Male,"Victor Gutierrez",Retail,No
IND93338,"Billy Fields",63,35664,14/06/02,"Carl Nguyen",European,"Software test engineer ii",Mid,Silver,91056.08,14258.94,1,4114.97,872782.2,499696.3,359781.34,367776.48,2899.43,1192080.75,3,2,Male,"Daniel Carroll",Institutional,No
IND34903,"Richard Price",31,26204,10/04/18,"Phillip Peters",Asian,"Information systems manager",Mid,Jade,112872.94,6467.23,1,658.54,778983.44,206388.48,55896.88,60325.63,9882.37,1044664.16,3,1,Female,"Carl Anderson","Private Bank",No
IND48107,"Jeffrey Hughes",46,9938,14/11/12,"Adam Hernandez",American,"Safety technician i",Low,Silver,157179.58,31953.39,1,1795.62,396817.71,147773.07,171105.67,70516.27,7609.53,246235.91,2,2,Female,"Nicholas Ward",Commercial,Yes
IND52066,"Gary Griffin",30,16475,03/07/10,"Donald Reynolds",American,"Systems administrator iv",High,Silver,90299.99,10341.29,2,1432.84,243699.48,162594.16,88918.68,138713.15,8755,431829.5,3,1,Male,"Fred Bryant",Retail,No
IND13323,"Gary Wheeler",75,1669,15/06/96,"Todd Roberts",European,"Human resources assistant iv",High,Silver,169548.06,13919.5,2,4898.56,87256.75,629108.14,208367.03,96169.4,46589.07,1556067.51,3,1,Male,"Ryan Taylor",Retail,No
IND73501,"Eric Armstrong",52,7279,09/09/04,"Ernest Rivera",American,"Project manager",Mid,Jade,69036.21,15960.96,2,1143.27,518304.54,738171.45,389879.29,132558.96,35216,469716.46,1,1,Female,"Sean Vasquez",Retail,No
IND33792,"Larry Young",36,6583,02/07/18,"Joshua Ryan",European,"Social worker",High,Gold,169542.75,37776,1,4553.6,399086.4,1743380.79,877872.6,243826.02,33724.38,686156.06,2,2,Female,"Nicholas Morrison",Institutional,Yes
IND74791,"William Mcdonald",60,928,25/06/96,"Todd Roberts",European,"Budget/accounting analyst i",Mid,Jade,405234.67,63185.92,2,11039.65,1298729.34,2340901.84,907099.46,578202.75,108387.52,1677986.59,2,4,Female,"Jack Phillips",Institutional,No
IND27672,"Antonio Henderson",79,5884,07/06/09,"Donald Reynolds",Asian,"Community outreach specialist",High,Jade,93963.9,14025.96,2,2831.68,184629.73,390386.43,226013.2,181221.49,46654.45,483555.46,2,3,Female,"Juan Ramirez","Private Bank",No
IND67115,"Gerald Moore",52,2649,11/03/05,"Victor Ramos",European,Operator,Low,Platinum,307310.17,15364.6,1,2729.17,320438.22,619174.66,422850.99,78126.75,9195.38,287217.25,2,2,Female,"Gregory Boyd","Private Bank",Yes
IND52289,"Sarah Burke",85,7270,13/11/14,"Ernest Rivera",European,Teacher,High,Gold,103453.5,8983,1,4557.11,399276.54,942512.26,348491.93,372569.55,53789.79,135178.65,0,2,Male,"Victor Dean","Private Bank",No
IND43149,"Earl Freeman",56,5950,07/04/19,"Gregory Simmons",European,"Account executive",Mid,Silver,158271.47,5466.78,1,6840.99,1891943.7,2419115.17,600926.7,714332.35,68045.18,1833578.7,0,2,Male,"Jeremy Porter","Private Bank",Yes
IND72913,"Juan Austin",20,23779,03/08/13,"Stephen Payne",Asian,"Structural analysis engineer",High,Jade,101285.02,33915.6,1,3632.95,662146.1,1104737.11,920614.26,234756.64,60285.77,1749833.63,3,2,Female,"Ernest Knight","Private Bank",No
IND14852,"Cynthia Snyder",46,34404,11/01/16,"Carl Nguyen",African,Pharmacist,Mid,Jade,253872.85,5571.13,1,2467.04,565655.1,78916.1,39458.05,52761.05,10962.63,333489.39,1,2,Male,"Eric Shaw","Private Bank",No
IND68011,"Justin Lynch",50,13495,06/04/01,"Raymond Alexander",Asian,"Office assistant ii",High,Jade,153146.62,7630.74,1,3506.21,1187401.76,1419528.49,714592.57,246051.6,35088.34,1650593.59,1,2,Male,"Joe Carroll","Private Bank",Yes
IND91231,"Joshua Warren",59,40609,14/07/11,"Adam Hernandez",European,"Project manager",Mid,Gold,184133.24,9751.08,1,914,470180.94,150126.27,174411.4,54707.78,25567.02,401293.31,1,2,Male,"Steve Sanchez",Commercial,Yes
IND14605,"Arthur Hanson",55,30864,07/12/05,"Ernest Rivera",Asian,"Technical writer",High,Gold,78017.16,6864,2,2082,424736.47,276501.05,251364.59,54941.12,11632.47,538018.4,1,1,Male,"Lawrence Sanchez",Commercial,No
IND41281,"Judy Cruz",30,37767,22/09/13,"Roger Alexander",Australian,"Office assistant i",Mid,Silver,289639.02,46736.72,2,284.94,1411625.66,1502607.25,539397.48,551212.85,35884.44,781504.21,2,3,Female,"Peter Castillo",Retail,Yes
IND18810,"Mary Price",53,27135,25/10/08,"Shawn Wallace",American,"Geologist iii",Mid,Jade,33731.48,13942.08,1,1505.3,64205.78,495105.89,159534.12,214820.94,26842.1,701990.71,3,1,Male,"Victor Gutierrez",Institutional,No
IND82994,"Gregory Jackson",71,26087,06/10/19,"Roy Rice",European,"Biostatistician iii",High,Jade,92116.89,33885.5,1,3782.59,162624.13,1020279.18,481798.5,513823.93,9406.58,801593.5,2,2,Male,"Daniel Carroll","Private Bank",No
IND91436,"Antonio Ferguson",45,6082,25/09/96,"Frank Brown",Asian,"Software consultant",High,Jade,64691.11,21673.08,2,10337.55,2051947.85,1559547.36,495750.15,633733.95,31468.46,1905328.24,2,3,Female,"Carl Anderson",Commercial,No
IND26113,"Phillip Mcdonald",66,24409,04/01/17,"Douglas Tucker",Asian,"Computer systems analyst iv",Low,Platinum,275620.68,49539.44,1,3034.77,764208.13,1208603.83,835035.37,160854.18,34122.22,1557477.37,1,4,Male,"Nicholas Ward",Retail,No
IND52376,"Scott Hart",80,37572,21/09/96,"Bobby Burton",European,"Safety technician iii",Low,Platinum,265014.95,9191.25,1,2691.31,2333487.55,3515972.56,856454.85,1173793.92,62740.47,861028.66,0,5,Female,"Victor Dean",Retail,No
IND39963,"Todd Torres",83,7790,30/03/16,"Joe Hanson",American,"Senior financial analyst",High,Jade,83976.68,8712.36,1,4657.57,642988.55,99553.88,54977.52,14100.99,4651.3,711621.04,2,1,Female,"Jeremy Porter",Retail,No
IND69382,"Barbara Rice",22,32777,31/10/04,"Joshua Little",Australian,"Programmer analyst iv",Mid,Jade,30843.85,2760.94,2,2442.95,375495.66,140632.74,37402.33,111084.91,25121.25,658264.71,2,1,Male,"Ernest Knight",Institutional,No
IND66083,"Doris Griffin",49,31335,03/12/05,"Jerry Green",Australian,"Project manager",Mid,Platinum,34495.76,6816.59,1,1606.31,313816.3,413340.2,233808.6,176358.49,20636.26,207558,3,1,Male,"Victor Rogers","Private Bank",No
IND79353,"Amy Mills",58,20177,08/02/05,"Ernest Rivera",European,"Biostatistician ii",High,Silver,164815.09,51955.82,1,2588.71,325312.17,337430.36,220863.51,424057.94,31529.6,673669.59,3,2,Male,"Eugene Cunningham","Private Bank",Yes
IND32172,"Joyce Stevens",83,1033,27/08/07,"Nicholas Simmons",American,Librarian,High,Gold,107321.55,37506.24,1,2311.03,241977.2,163980.21,230786.96,48829.66,7226.24,220153.08,0,2,Male,"Joe Carroll","Private Bank",No
IND81046,"Earl Alexander",36,29280,06/07/18,"Joshua Little",European,"Structural engineer",Low,Gold,85695.95,21318.64,2,2099.16,167155.88,361203.04,240802.03,174982.81,21268.04,222571.19,2,1,Male,"Steve Sanchez","Private Bank",No
IND32055,"David Little",18,29382,27/09/10,"Nicholas Simmons",Australian,"Quality engineer",Low,Platinum,73501.04,26561.82,1,1371.21,332813.43,406893.79,152585.17,179033.27,22356.77,634366.89,1,1,Male,"Lawrence Sanchez","Private Bank",No
IND77434,"Mary Lawrence",80,42902,10/06/19,"Jeremy Vasquez",Australian,"Senior developer",High,Platinum,107496.96,12335.75,2,2920.19,53270.88,165722.25,51558.03,140532.47,25310.1,756921.73,1,2,Female,"Peter Castillo","Private Bank",No
IND21979,"John Snyder",39,23210,25/06/20,"Nicholas Simmons",American,"Account coordinator",Mid,Jade,112479.91,41059.71,1,4486.43,1336520.74,1607891.88,937936.93,233144.32,33188.15,858167.52,1,2,Male,"Victor Gutierrez",Commercial,No
IND93882,"Mark Long",51,6131,25/09/02,"Steve Diaz",European,"Senior editor",Low,Platinum,57417.24,14002.65,1,1135.97,316305.47,149967.92,123886.55,112149.93,2178.69,298022.54,3,1,Male,"Daniel Carroll",Commercial,No
IND68640,"Steve Kennedy",73,22900,22/02/12,"Jason Duncan",African,"Accounting assistant iv",Low,Silver,75923.9,41772.4,1,5131.28,847139.68,299302.24,177138.06,125706.94,60746.36,317164.42,0,2,Female,"Carl Anderson",Retail,No
IND26629,"Joe Gordon",51,40759,09/11/95,"Stephen Payne",Australian,"Geological engineer",High,Jade,312143.01,11784.3,3,667.72,117136.57,432786.1,387569.64,160195.45,14334.36,140535.14,1,2,Female,"Nicholas Ward",Institutional,No
IND19405,"Earl Ortiz",84,18511,09/07/19,"Bruce Butler",Asian,Paralegal,Low,Jade,80694.36,20594.93,3,3556.68,883373.3,1600437.14,662601.36,196231.94,61991.72,1505321.9,3,2,Female,"Fred Bryant","Private Bank",No
IND63706,"Charles Hicks",64,21084,05/12/08,"Shawn Long",American,"Accountant ii",Low,Gold,134525.88,27954.96,1,5305.34,1028225.09,879980.85,637986.12,434270.55,58722.75,755999.55,1,4,Male,"Ryan Taylor",Commercial,No
IND32364,"Cynthia Jones",83,29679,09/10/17,"Shawn Long",European,"Human resources assistant iv",High,Jade,389998.68,11941.88,3,351.12,556818.44,331476.76,313719.07,186396.48,39035.61,948488.76,1,3,Female,"Sean Vasquez",Retail,No
IND13011,"Aaron Turner",20,6455,25/02/95,"Dennis Ruiz",Asian,"Assistant manager",High,Silver,184725.65,6980.26,2,8645.24,1416842.86,1609057.23,393582.34,382006.39,66035.66,1396071.95,3,3,Female,"Nicholas Morrison",Retail,No
IND99653,"Phillip Fox",51,684,30/07/08,"Phillip Peters",European,"Web developer iv",Mid,Silver,408724.64,67128.88,1,8298.04,1939256.88,1980580.45,587984.82,1199179.57,2008.12,1813619.23,1,4,Female,"Jack Phillips",Retail,No
IND42541,"Carlos Cook",24,27064,15/12/96,"Samuel Fowler",Asian,"Budget/accounting analyst ii",High,Silver,79608.88,18496,1,3963.57,484321.96,580517.06,211867.54,161019.33,37278.03,514018.74,2,1,Male,"Gregory Boyd",Institutional,No
IND33915,"Jack Willis",69,10670,17/09/01,"Roger Alexander",American,"Dental hygienist",Mid,Gold,268568.86,22914.64,1,1692.88,1524878.22,1719012,576928.69,408324.22,21131.37,1978090.21,2,3,Male,"Victor Dean","Private Bank",No
IND79409,"Timothy Hunter",34,9776,25/05/99,"Jason Duncan",Asian,"Software engineer iii",High,Jade,483509.98,48809.2,1,11789.66,508334.96,3384843.56,979262.92,1241535.07,121035,1301616.99,1,4,Male,"Jeremy Porter","Private Bank",No
IND78167,"Katherine Howell",38,12260,26/05/14,"Joshua Little",Asian,Paralegal,High,Silver,98577.63,56161.35,1,5784.79,532591.28,1472790.52,452044.62,1076595.29,51261.33,1415771.95,2,3,Male,"Eric Shaw","Private Bank",No
IND70365,"Billy Wagner",49,21123,18/06/14,"Anthony Berry",European,"Programmer analyst iv",Low,Gold,392641.08,53905.85,1,9447.62,1927924.97,3000645.92,854488.57,1132694.15,22579.03,1910822.86,0,5,Female,"Joe Carroll","Private Bank",No
IND86656,"Albert Fox",49,4389,22/09/18,"Jeremy Vasquez",European,"Software engineer iv",Mid,Jade,408476.1,18739.63,1,10403.05,336890.81,2680738.31,1446187.77,361899.67,50887.93,454809.99,0,4,Male,"Steve Sanchez","Private Bank",No
IND31800,"Alan Cunningham",65,11474,22/05/11,"Mark Montgomery",American,"Administrative assistant ii",Low,Jade,105806.97,9856.08,1,1192.21,453765.56,537259.32,158619.42,233017.04,6831.59,966530.88,1,1,Female,"Lawrence Sanchez","Private Bank",No
IND93906,"Patricia Carr",40,36070,06/01/08,"Roger Alexander",European,"Research assistant iv",Mid,Jade,304304.44,4215,1,7210.53,984328.03,1746173.84,834454.75,852998.19,42174.14,1285732.08,3,3,Female,"Victor Gutierrez",Commercial,Yes
IND15455,"Juan Perez",50,24995,12/12/00,"Nicholas Cunningham",European,"Accountant iii",Mid,Silver,60079.88,41147.08,2,4626.59,229342.96,223456.3,188541.25,22997.38,27676.15,121301.61,2,2,Female,"Daniel Carroll",Retail,No
IND94086,"Matthew Ross",18,24379,02/12/18,"Dennis Morris",European,"Office assistant i",Mid,Gold,31919.92,2104.62,1,4631.09,786649.92,654671.2,360069.16,129063.75,2177.95,1127938.06,0,1,Male,"Carl Anderson",Institutional,No
IND60533,"Paul Simmons",42,38304,26/04/00,"Frank Brown",African,"Engineer iii",Mid,Jade,24695.47,2198.56,1,2961.89,238560.06,93661.63,27378.01,40649.15,22675.41,127528.41,1,1,Male,"Nicholas Ward","Private Bank",No
IND95299,"Brandon Nelson",62,11794,18/12/09,"Joshua Ryan",European,"Software engineer iv",High,Silver,283690.35,55813.86,1,9466.92,497887.28,2939594.2,1440203.87,644540.55,90804.74,485154.49,2,3,Male,"Victor Dean",Commercial,No
IND52037,"Joe Harper",34,21131,26/10/20,"Paul Larson",American,"Computer systems analyst ii",High,Jade,164952.71,5372.06,3,4375.43,400864.11,383486.66,331973.53,201931.48,30281,583585.26,1,2,Male,"Jeremy Porter",Retail,No
IND58836,"Samuel Anderson",73,16666,01/09/17,"Anthony Torres",European,"Health coach iv",Mid,Gold,265206.5,18207.99,1,2765.45,1400917.65,1017631.66,459818.75,264584.23,8843.54,918604.25,1,2,Male,"Ernest Knight",Retail,No
IND52119,"Margaret Sullivan",18,83,27/02/15,"Bruce Porter",Asian,"Environmental tech",High,Gold,205319.7,55892.7,1,3732.8,406934.31,1829962.99,743887.4,624865.41,36881.92,2205872.41,3,4,Male,"Eric Shaw",Retail,No
IND47625,"Randy Harvey",80,17789,09/09/19,"Jason Duncan",Asian,"Structural analysis engineer",High,Jade,153074.81,32553.92,1,1960.1,378926.04,934865.44,210499.5,326893.35,38065.53,2138641.63,0,2,Female,"Kevin Kim",Institutional,No
IND85850,"Eric Thompson",24,36405,24/01/19,"Victor Martinez",European,"Community outreach specialist",High,Gold,236726,46291.63,1,4390.73,141978.37,2261814.33,1210548.51,431974.68,7244.58,2380418.09,2,3,Female,"Victor Rogers",Institutional,No
IND44531,"Douglas Gomez",59,12024,27/06/17,"Anthony Torres",European,"Geologist i",Low,Silver,219866.95,57893.5,1,806.89,985605.6,871636.95,461454.85,138180.09,9048.01,2885490.44,2,4,Male,"Eugene Cunningham","Private Bank",No
IND50174,"Frank Howell",69,31812,15/09/03,"Douglas Tucker",European,"Marketing manager",Mid,Jade,97272.8,63385.74,2,2911.2,710326.71,672473.83,186131.15,339719.37,45223.01,837999.69,3,3,Male,"Peter Castillo","Private Bank",No
IND25709,"Patrick Perez",23,38441,15/08/14,"Victor Ramos",European,"Account coordinator",Mid,Jade,38769.12,22136.4,2,2060.07,630268.31,0,0,0,32172.3,563383.81,3,2,Male,"Victor Gutierrez","Private Bank",No
IND65408,"Eugene Allen",49,19971,02/08/99,"Steve Diaz",Australian,"Systems administrator ii",High,Jade,151622.89,6327.44,1,2335.07,498311.65,77375.93,67243.36,23627.29,29542.06,1034374.32,1,2,Female,"Daniel Carroll","Private Bank",No
IND85664,"Anne Mason",65,3368,11/07/03,"Jonathan Hawkins",African,"Programmer ii",Low,Gold,121368.61,12271.6,1,428.4,796084.38,734785.46,407405.8,361718.15,41433.63,984173.57,3,2,Female,"Carl Anderson",Commercial,No
IND16777,"Brandon Andrews",57,38815,03/05/21,"Adam Hernandez",European,"Office assistant ii",Mid,Platinum,120699.64,20714.37,1,8147.33,1333483.38,98391.81,36979.47,15399.31,33630.58,551140.5,3,2,Female,"Nicholas Ward",Commercial,No
IND67420,"Sean Thompson",27,16215,19/04/21,"Ernest Rivera",American,"Food chemist",High,Jade,67009.96,44738.49,1,3681.65,1561287.22,2662747.87,455949.98,1326814.43,94104.75,779298.17,2,3,Female,"Fred Bryant","Private Bank",No
IND50127,"Amanda Burke",83,14405,04/09/03,"Nicholas Cunningham",European,Recruiter,Low,Jade,96970.5,11447,2,2675.36,322551.54,522621.11,204503.91,298121.26,20784.64,992813.86,3,2,Female,"Ryan Taylor",Retail,No
IND86179,"Gary Howard",48,30792,22/01/05,"Gregory Simmons",Asian,"Research assistant i",High,Jade,267003.9,44556.8,1,1898.92,532788.31,1599882.98,346471.47,759995.37,20617.59,1858738.59,2,2,Female,"Sean Vasquez",Institutional,Yes
IND85625,"Alan Cook",76,21949,21/10/12,"Gregory Simmons",American,"Community outreach specialist",High,Silver,126128.01,13184.82,3,2736.66,122046.31,619711.85,283296.85,346802.56,26945.57,563428.75,3,1,Male,"Nicholas Morrison","Private Bank",No
IND21371,"Timothy Larson",85,11552,27/10/06,"Anthony Berry",Australian,"Project manager",Low,Silver,41843.49,22510.5,3,2900.64,45830.16,1063704.14,260908.56,232610.02,19140.1,114520.07,0,1,Male,"Jack Phillips",Commercial,No
IND78463,"Linda Fisher",66,31539,26/06/05,"Anthony Torres",European,"Geologist iii",High,Silver,347255.25,42861.28,1,5430.19,302025,1112405.11,460693.03,709354.9,60299.24,1886984.35,2,4,Male,"Juan Ramirez",Retail,No
IND90097,"Douglas Russell",57,24166,25/04/21,"Joe Hanson",American,"Tax accountant",High,Platinum,107085.6,59011.2,2,6579.14,1051478.02,591197.27,321680.87,132236.92,92473.47,2468737.28,0,3,Female,"Gregory Boyd",Retail,No
IND91317,"Marilyn Campbell",51,5073,27/02/95,"Victor Ramos",Asian,"Media manager iii",High,Jade,217507.21,53270.12,1,1928.09,827684.74,1002810.16,990871.95,239480.62,56953.29,652250.63,0,4,Male,"Victor Dean",Retail,No
IND61281,"Kenneth Kelley",28,9800,04/12/21,"James Castillo",Asian,"Systems administrator ii",Low,Jade,143860.59,23701.5,2,1040.35,117625.13,153872.47,100813,151325.62,16393.41,365977.85,2,2,Male,"Jeremy Porter",Institutional,No
IND72001,"Justin Ryan",28,31300,12/11/05,"Shawn Long",European,"Help desk operator",Mid,Platinum,90349.76,25990.47,1,4055.92,284797.36,1227071.65,442413.59,396252.32,20467.34,1056700.61,3,1,Female,"Ernest Knight",Institutional,No
IND38662,"Wayne Fields",54,23268,13/02/10,"Benjamin Kim",Australian,"Environmental specialist",Low,Jade,85339.62,14677.02,1,4348.43,590535.99,1908522.19,381704.44,672852.79,73264.7,572708.97,2,2,Male,"Joe Carroll","Private Bank",No
IND25143,"Thomas Burton",78,6006,20/08/00,"Donald Reynolds",American,"Health coach i",Low,Silver,95433.87,7874.28,1,3124,392978.51,239051.29,118665.75,31988.16,30605.72,647400.76,1,1,Male,"Steve Sanchez","Private Bank",No
IND84955,"Roger Hamilton",62,31255,06/06/20,"Roger Alexander",European,"Human resources assistant iv",Low,Jade,128311.8,31757.65,1,4977.21,590868.89,837308.15,334923.26,319541.6,46048.74,417504.89,0,1,Female,"Lawrence Sanchez","Private Bank",No
IND60929,"Fred Lynch",36,10725,26/08/99,"Nicholas Cunningham",Asian,"Programmer iv",Mid,Gold,139312.13,39531.78,1,5601.14,483612.9,2077135.92,792591.34,528029.81,64852.23,939253.75,2,2,Female,"Peter Castillo","Private Bank",No
IND76718,"Ronald Watson",38,23225,25/08/03,"Victor Ramos",European,"Web developer iii",High,Silver,119319.2,10576,1,427.9,39492.86,32052.3,19231.38,40997.8,15670.6,562130.58,0,1,Female,"Victor Gutierrez","Private Bank",No
IND17839,"Larry Gibson",52,174,20/04/20,"Victor Martinez",Australian,"Programmer analyst iii",High,Gold,520192.44,7529.28,1,8224.25,1265803.87,2262409.29,1331772.84,147297.29,25701.42,676160.31,0,5,Male,"Daniel Carroll","Private Bank",No
IND70507,"Kathleen Carpenter",38,34108,13/07/19,"Anthony Torres",Asian,"Media manager i",High,Jade,164456.63,15224.55,1,2374.76,286993.58,484137.84,497048.19,148468.94,14911.88,184435.76,1,2,Male,"Carl Anderson",Commercial,Yes
IND60309,"Charles Martin",23,13571,01/12/18,"Nicholas Cunningham",European,"Computer systems analyst ii",Low,Jade,141462.63,17063.28,1,1695.2,216353.7,455923.69,319146.58,228189.81,25975.87,847790.11,0,2,Female,"Nicholas Ward",Commercial,No
IND57420,"Ronald Duncan",78,34689,24/08/05,"Steve Diaz",American,"Mechanical systems engineer",Mid,Jade,35372.29,7869.12,1,968.51,49589.23,140517.64,102194.65,134896.93,1997.53,267621.66,2,1,Female,"Victor Dean","Private Bank",No
IND73620,"Robert Stewart",20,3360,28/01/07,"Victor Martinez",American,"Information systems manager",High,Jade,138843.12,2686.18,1,5526.47,0,1927415.86,976557.37,317638.13,49417.73,204951.81,2,2,Female,"Jeremy Porter",Retail,No
IND18821,"Kenneth Garcia",21,9398,20/09/13,"Joe Price",European,"Software test engineer i",High,Jade,231444,38136.8,1,2654.66,348567.43,1504666.47,709748.33,130120.53,18695.86,1077679.1,0,3,Female,"Ernest Knight",Institutional,No
IND65162,"Keith Hansen",18,13889,16/04/00,"Joe Price",European,"Speech pathologist",High,Gold,225201.83,29087.36,2,5931.89,1119212.56,305496.55,96676.12,275526.95,54287.03,1294712.7,3,5,Male,"Eric Shaw","Private Bank",No
IND78069,"Daniel Fields",75,5791,09/07/12,"Anthony Torres",Asian,"Project manager",High,Silver,317499.06,18870.55,1,6092.89,1311917.49,407298.36,261567.75,118826.49,51714.73,1603901.66,3,2,Male,"Kevin Kim",Commercial,No
IND29462,"Ruby Willis",85,16158,22/09/06,"Roy Rice",European,"Health coach iii",High,Silver,150196.43,66077.96,2,3824.44,891587.91,578676.44,404280.8,248593.06,23281.71,409773.2,0,3,Female,"Eugene Cunningham",Retail,No
